name,result,place,country,category
Храмов Павел,4:11:38,6043,Россия,М33
Никитин Александр,4:11:38,6044,Украина,М22
Chiang Yingchun,4:11:38,6045,КитайскаяРеспублика,М47
Москалишина Елизавета,4:11:40,6046,Россия,Ж31
Абрамов Евгений,4:11:41,6047,Россия,М35
Novoselov Mikhail,4:11:41,6048,Россия,М25
Кошкидько Станислав,4:11:42,6049,Россия,М27
Якунин Олег,4:11:42,6050,Россия,М28
Волков Владимир,4:11:42,6051,Россия,М49
Лункин Алексей,4:11:42,6052,Россия,М25
Мороз Андрей,4:11:43,6053,Россия,М37
Муртазин Ренат,4:11:43,6054,Россия,М35
Поперечный Дмитрий,4:11:43,6055,Россия,М44
Порядный Сергей,4:11:45,6056,Россия,М30
Харламов Константин,4:11:45,6057,Россия,М31
Яблучанский Евгений,4:11:46,6058,Россия,М34
Спасибов Дмитрий,4:11:46,6059,Россия,М34
Селиванов Дмитрий,4:11:46,6060,Россия,М37
Golovanova Ksenia,4:11:46,6061,Россия,Ж28
Крысин Алексей,4:11:46,6062,Россия,М33
Богач Наталья,4:11:46,6063,Россия,Ж38
Яровенко Илья,4:11:47,6064,Россия,М41
Бычков Андрей,4:11:47,6065,Россия,М49
Shilko Dennis,4:11:47,6066,Белоруссия,М38
Zhou Yijian,4:11:48,6067,КНР,М53
Родиков Константин,4:11:48,6068,Россия,М35
Перминов Иван,4:11:48,6069,Россия,М39
Альбридзио Вероника,4:11:49,6070,Россия,Ж37
Черкасова Мария,4:11:50,6071,Россия,Ж31
Крутских Дмитрий,4:11:51,6072,Россия,М45
Валеев Равиль,4:11:51,6073,Россия,М40
Батурина Юлия,4:11:51,6074,Россия,Ж33
Casey Emma,4:11:51,6075,Ирландия,Ж21
Новиков Сергей,4:11:51,6076,Россия,М28
Сапожникова Наталья,4:11:52,6077,Россия,Ж40
Шмидт Надежда,4:11:52,6078,Россия,Ж26
Проценко Валерий,4:11:52,6079,Россия,М59
Кузнецов Илья,4:11:53,6080,Россия,М27
Беспалов Никита,4:11:53,6081,Россия,М26
Кузнецов Юрий,4:11:54,6082,Россия,М33
Braud Jacques,4:11:54,6083,Франция,М55
Фарков Владимир,4:11:55,6084,Россия,М29
Trofimenko Oxana,4:11:55,6085,Россия,Ж39
Мальцев Алексей,4:11:55,6086,Россия,М22
Bogoslovtsev Grigory,4:11:56,6087,Россия,М35
Онищенко Сергей,4:11:56,6088,Россия,М34
Кошелев Степан,4:11:56,6089,Россия,М35
Ступак Максим,4:11:56,6090,Россия,М30
Giganova Ekaterina,4:11:56,6091,Россия,Ж37
Хайретдинова Ольга,4:11:57,6092,Россия,Ж28
Ефремов Денис,4:11:57,6093,Россия,М34
Ковалев Кирилл,4:11:57,6094,Россия,М32
Сидякин Алексей,4:11:58,6095,Россия,М21
Мосунов Федор,4:11:58,6096,Россия,М30
Зайцев Игорь,4:11:59,6097,Россия,М47
Gendry Claude,4:11:59,6098,Франция,М59
Загребнев Максим,4:11:59,6099,Россия,М32
Ямковой Иван,4:12:00,6100,Россия,М31
Жаворонков Сергей,4:12:00,6100,Россия,М50
Шагеева Екатерина,4:12:00,6102,Россия,Ж33
Панкратов Владимир,4:12:00,6103,Россия,М32
Шаймарданов Марат,4:12:01,6104,Россия,М35
Руснак Игорь,4:12:02,6105,Россия,М45
Краснопольский Павел,4:12:03,6106,Россия,М31
Нефедов Владимир,4:12:03,6107,Россия,М33
Матковски Серджиу,4:12:04,6108,Россия,М46
Калашников Степан,4:12:05,6109,Россия,М27
Наумов Евгений,4:12:06,6110,Россия,М27
Шакирова Лилия,4:12:07,6111,Россия,Ж29
Тимофеев Павел,4:12:08,6112,Россия,М32
Полянский Георгий,4:12:08,6113,Россия,М34
Жалыбина Галина,4:12:08,6114,Россия,Ж33
Смирнов Вячеслав,4:12:10,6115,Россия,М59
Рыжкин Петр,4:12:10,6116,Россия,М35
Тарасова Александра,4:12:10,6117,Россия,Ж26
Boluchevsky Valeriy,4:12:11,6118,Россия,М31
Simmer Thomas,4:12:12,6119,Франция,М22
Мжачих Дмитрий,4:12:12,6120,Россия,М33
Панченко Владимир,4:12:12,6121,Россия,М47
Корьев Александр,4:12:12,6122,Россия,М38
Lai Tsz Kin,4:12:13,6123,Гонконг,М44
Lauritzen Gert,4:12:13,6124,Дания,М58
Оверин Константин,4:12:14,6125,Россия,М38
Киреева Мария,4:12:14,6126,Россия,Ж36
Сазонов Максим,4:12:14,6127,Россия,М39
Кулибаба Андрей,4:12:15,6128,Россия,М32
Корнилов Михаил,4:12:15,6129,Россия,М62
Городецкий Алексей,4:12:16,6130,Россия,М46
Лабутов Алексей,4:12:17,6131,Россия,М42
Бабичева Екатерина,4:12:17,6132,Россия,Ж32
Хоперский Андрей,4:12:18,6133,Россия,М46
Король Дмитрий,4:12:19,6134,Россия,М32
Шишкин Роман,4:12:19,6135,Россия,М25
Гарина Анастасия,4:12:19,6136,Россия,Ж25
Раздобудько Анатолий,4:12:20,6137,Россия,М35
Богатырев Андрей,4:12:21,6138,Россия,М34
Куненков Виталий,4:12:21,6139,Россия,М39
Hruby Lubos,4:12:21,6140,Чехия,М36
Стрюков Борис,4:12:22,6141,Россия,М61
Селин Дмитрий,4:12:22,6142,Россия,М38
Дашутин Алексей,4:12:22,6143,Россия,М45
Зотеев Дмитрий,4:12:22,6144,Россия,М24
Решетников Сергей,4:12:22,6145,Россия,М33
Лукьянова Евгения,4:12:23,6146,Россия,Ж27
Булат Оксана,4:12:23,6147,Россия,Ж37
Бабкин Виталий,4:12:24,6148,Россия,М30
Maysharipov Denis,4:12:24,6149,Россия,М35
Тупилин Андрей,4:12:25,6150,Россия,М37
Гецко Даниил,4:12:25,6151,Россия,М21
Майоров Никита,4:12:26,6152,Россия,М34
Варушинин Вячеслав,4:12:26,6153,Россия,М73
Васильева Дарина,4:12:27,6154,Россия,Ж29
Галанов Александр,4:12:27,6155,Россия,М26
Захаров Валерий,4:12:27,6156,Россия,М56
Ковалев Андрей,4:12:28,6157,Россия,М50
Антипов Роман,4:12:28,6158,Россия,М37
Ёлгин Павел,4:12:28,6159,Россия,М34
Кичатова Наталья,4:12:28,6160,Россия,Ж30
Кичатов Виталий,4:12:29,6161,Россия,М33
Лендел Михаил,4:12:29,6162,Украина,М27
Севастьянов Иван,4:12:29,6163,Россия,М34
Пашин Алексей,4:12:30,6164,Россия,М40
Глайборода Константин,4:12:32,6165,Россия,М34
Ткаченко Алексей,4:12:33,6166,Россия,М29
Ярцева Дарья,4:12:33,6167,Россия,Ж32
Zhanatova Shynar,4:12:34,6168,Казахстан,Ж35
Рачков Алексей,4:12:34,6169,Россия,М35
Иванов Павел,4:12:35,6170,Россия,М32
Sinkovec Judita,4:12:35,6171,Словения,Ж61
Алексеев Алексей,4:12:35,6172,Россия,М38
Котов Дмитрий,4:12:35,6173,Россия,М29
Дружин Антон,4:12:36,6174,Россия,М26
Scheper Thorsten,4:12:36,6175,Германия,М52
Титов Владимир,4:12:36,6176,Россия,М41
Ziganshina Maria,4:12:36,6177,Россия,Ж27
Ferrari Barbara,4:12:37,6178,Италия,Ж48
Курочкин Андрей,4:12:37,6179,Россия,М35
Зима Наталья,4:12:38,6180,Россия,Ж47
Rovaris Fabio,4:12:39,6181,Италия,М53
Швалёва Ольга,4:12:39,6182,Россия,Ж44
Видясова Ирина,4:12:39,6183,Россия,Ж30
Якимов Валерий,4:12:40,6184,Россия,М39
Афанасьев Владимир,4:12:41,6185,Россия,М46
Романов Дмитрий,4:12:41,6186,Россия,М26
Кравченко Дмитрий,4:12:41,6187,Россия,М32
Гиль Александр,4:12:42,6188,Россия,М43
Кабанов Дмитрий,4:12:44,6189,Россия,М30
Amirbekyan Suren,4:12:44,6190,Россия,М41
Емельянов Михаил,4:12:45,6191,Россия,М35
Капкаев Руслан,4:12:46,6192,Россия,М40
Степухов Сергей,4:12:46,6193,Россия,М43
Shavshin Anton,4:12:47,6194,Россия,М33
Пастушков Кирилл,4:12:48,6195,Россия,М29
Спесивцев Алексей,4:12:48,6196,Россия,М38
Копасова Татьяна,4:12:48,6197,Россия,Ж30
Волков Юрий,4:12:50,6198,Россия,М42
Шастин Дмитрий,4:12:50,6199,Россия,М28
Добродий Юрий,4:12:50,6200,Россия,М38
Соснин Александр,4:12:52,6201,Россия,М42
Ivanov Denis,4:12:52,6202,Россия,М31
Руденко Есения,4:12:53,6203,Россия,Ж43
Смирнов Алексей,4:12:53,6204,Россия,М38
Кузнецов Алексей,4:12:53,6205,Россия,М40
Кардозо Сирило,4:12:53,6206,Россия,М39
Макарчев Андрей,4:12:54,6207,Россия,М55
Мальцев Юрий,4:12:54,6208,Россия,М32
Лимина Ксения,4:12:55,6209,Россия,Ж27
Лукьянов Сергей,4:12:56,6210,Россия,М47
Азовский Николай,4:12:56,6211,Россия,М42
Мухин Антон,4:12:56,6212,Россия,М37
Талан Павел,4:12:57,6213,Россия,М33
Mangili Antonella,4:12:57,6214,Италия,Ж47
Убайдулаев Тимур,4:12:59,6215,Россия,М29
Платов Дмитрий,4:13:00,6216,Россия,М38
Метелев Александр,4:13:01,6217,Россия,М45
Гришаков Юрий,4:13:01,6218,Россия,М37
Шальнов Евгений,4:13:01,6219,Россия,М28
Энгельгардт Александр,4:13:01,6220,Россия,М42
Уланов Кирилл,4:13:01,6221,Россия,М38
Осипова Ольга,4:13:02,6222,Россия,Ж31
Michailovici Benny,4:13:05,6223,Израиль,М41
Борса Егор,4:13:05,6224,Россия,М30
Царёв Никита,4:13:07,6225,Россия,М25
Самарин Александр,4:13:07,6226,Россия,М25
Колесов Денис,4:13:07,6227,Россия,М35
Панкратов Сергей,4:13:09,6228,Россия,М57
Романеев Михаил,4:13:09,6229,Россия,М28
Нагорнов Михаил,4:13:09,6230,Россия,М27
Знаменский Олег,4:13:09,6231,Россия,М35
Shubaev Arkadi,4:13:09,6232,Израиль,М36
Нефёдов Сергей,4:13:09,6233,Россия,М35
Рыбаков Сергей,4:13:10,6234,Россия,М27
Медведев Максим,4:13:11,6235,Россия,М40
Суравский Игорь,4:13:11,6236,Россия,М30
Галкин Роман,4:13:12,6237,Россия,М45
Беляев Дмитрий,4:13:12,6238,Россия,М32
Чернышов Игорь,4:13:13,6239,Россия,М41
Малыченко Алексей,4:13:13,6240,Россия,М30
Дьяк Игорь,4:13:13,6241,Россия,М45
Вдовин Алексей,4:13:13,6242,Россия,М31
Ростовскиий Михаил,4:13:14,6243,Россия,М38
Хныкина Ирина,4:13:14,6244,Россия,Ж25
Ковров Николай,4:13:15,6245,Россия,М27
Синамати Алексей,4:13:17,6246,Россия,М23
Nikolaev Aleksei,4:13:17,6247,Россия,М31
Филатова Марина,4:13:17,6248,Россия,Ж27
Анцыферов Алексей,4:13:18,6249,Россия,М40
Тихоненко Виктор,4:13:18,6250,Россия,М33
Romanov Mikhail,4:13:18,6251,Россия,М40
Кузьмин Андрей,4:13:20,6252,Россия,М29
Дубешко Виктория,4:13:20,6253,Россия,Ж22
Иринархов Павел,4:13:20,6254,Россия,М36
Kirillov Pavel,4:13:20,6255,Россия,М36
Астахова Любовь,4:13:21,6256,Россия,Ж30
Zakharova Natalia,4:13:23,6257,Россия,Ж31
Лавров Игорь,4:13:23,6258,Россия,М32
Егоркин Антон,4:13:23,6258,Россия,М40
Милехин Дмитрий,4:13:23,6260,Россия,М37
Волошин Владимир,4:13:24,6261,Россия,М44
Суворов Павел,4:13:24,6262,Россия,М38
Короткова Елизавета,4:13:24,6263,Россия,Ж36
Shavkovich Aleksandr,4:13:25,6264,Россия,М24
Dal Bianco Davide,4:13:26,6265,Италия,М40
Сыроватский Илья,4:13:27,6266,Россия,М34
Жданович Виктор,4:13:29,6267,Россия,М60
Савицкий Дмитрий,4:13:31,6268,Россия,М34
Phanthip Ekkarat,4:13:32,6269,Таиланд,М35
Matyukhina Mariya,4:13:32,6270,Россия,Ж28
Данилова Ирина,4:13:32,6271,Россия,Ж34
Шангина Наталия,4:13:32,6272,Россия,Ж41
Антонов Виктор,4:13:33,6273,Россия,М25
Колижук Владислав,4:13:34,6274,Россия,М40
Эрендженов Данзан,4:13:34,6275,Россия,М35
Черный Виталий,4:13:34,6276,Россия,М24
Ismoilov Andrey,4:13:35,6277,Россия,М40
Гоманок Ангелина,4:13:35,6278,Россия,Ж51
Илюхин Дмитрий,4:13:35,6279,Россия,М35
Харин Сергей,4:13:36,6280,Россия,М35
Васильев Никита,4:13:37,6281,Россия,М31
Шалмиев Дмитрий,4:13:37,6282,Россия,М27
Есеновский Андрей,4:13:39,6283,Россия,М35
Хрунов Николай,4:13:41,6284,Россия,М41
Сулимов Сергей,4:13:42,6285,Россия,М63
Исаев Игорь,4:13:43,6286,Россия,М49
Покидов Андрей,4:13:44,6287,Россия,М48
Жуков Денис,4:13:44,6288,Россия,М27
Radikov Alexandr,4:13:44,6289,Россия,М23
Грин Андрей,4:13:45,6290,Россия,М21
Terenteva Maria,4:13:45,6291,Россия,Ж23
Корнилов Артем,4:13:45,6292,Россия,М26
Прытков Вячеслав,4:13:46,6293,Россия,М31
Кондратьев Николай,4:13:47,6294,Россия,М38
Ефремов Евгений,4:13:47,6295,Россия,М24
Ma Jun,4:13:47,6296,КНР,М50
Зимин Дмитрий,4:13:51,6297,Россия,М40
Болотин Игорь,4:13:52,6298,Россия,М38
Боев Олег,4:13:52,6299,Россия,М42
Курбатов Дмитрий,4:13:54,6300,Россия,М33
Chermit Rustam,4:13:55,6301,Россия,М39
Горшенков Александр,4:13:55,6302,Россия,М43
Зайцева Ирина,4:13:56,6303,Россия,Ж45
Schlaeger Mareike,4:13:57,6304,Германия,Ж19
Шустов Дмитрий,4:13:57,6305,Россия,М31
Журавлев Андрей,4:13:58,6306,Россия,М21
Реуцкая Екатерина,4:13:58,6307,Россия,Ж29
Зейферт Вероника,4:13:58,6308,Россия,Ж35
Degtyarev Alexey,4:13:59,6309,Россия,М28
Зубкова Лариса,4:14:00,6310,Россия,Ж32
Sufiyanov Renat,4:14:02,6311,Россия,М38
Ковальчук Павел,4:14:03,6312,Россия,М34
Здоронок Анна,4:14:03,6313,Россия,Ж25
Ветров Сергей,4:14:04,6314,Россия,М35
Pigareva Oksana,4:14:05,6315,Россия,Ж37
Mury Olivier,4:14:05,6316,Франция,М52
Константинов Игорь,4:14:06,6317,Россия,М54
Gregoire Anne-Benedicte,4:14:06,6318,Франция,Ж43
Крюков Борис,4:14:06,6319,Россия,М38
Qian Wenjuan,4:14:08,6320,КНР,Ж47
Латкин Владимир,4:14:08,6321,Россия,М37
Зимин Евгений,4:14:09,6322,Россия,М41
Бондарев Артем,4:14:11,6323,Россия,М37
Мануков Гаррий,4:14:12,6324,Россия,М38
Врацкий Олег,4:14:13,6325,Россия,М34
Marchev Igor,4:14:13,6326,Россия,М33
Kiryukhin Georgy,4:14:15,6327,Россия,М29
Корчагин Андрей,4:14:17,6328,Россия,М43
Новиков Роман,4:14:17,6329,Россия,М31
Илюхин Вячеслав,4:14:17,6330,Россия,М36
Otake Tomomi,4:14:17,6331,Япония,Ж43
Зинченко Александр,4:14:19,6332,Украина,М34
Каражелясков Олег,4:14:22,6333,Россия,М38
Полоченков Игорь,4:14:23,6334,Россия,М53
Илькаев Игорь,4:14:24,6335,Россия,М44
Пугачева Виктория,4:14:24,6336,Россия,Ж36
Крючков Сергей,4:14:24,6337,Россия,М34
Илларионов Андрей,4:14:25,6338,Россия,М27
Лузан Алексей,4:14:26,6339,Россия,М38
Madridejos Fernandez Santiago,4:14:26,6340,Испания,М46
Gonzalez Murillo Maria Fernanda,4:14:27,6341,Испания,Ж46
Видаков Александр,4:14:27,6342,Россия,М30
Горевой Альберт,4:14:30,6343,Россия,М45
Steinke Joachim,4:14:30,6344,Германия,М52
Огданец Илья,4:14:30,6345,Россия,М35
Чибисов Андрей,4:14:31,6346,Россия,М33
Булгаков Дмитрий,4:14:32,6347,Россия,М44
Акишин Никита,4:14:32,6348,Россия,М29
Поляков Максим,4:14:32,6349,Россия,М38
Харламов Андрей,4:14:33,6350,Россия,М26
Божко Ирина,4:14:33,6351,Россия,Ж35
Марасов Динар,4:14:33,6352,Россия,М23
Цепляев Николай,4:14:34,6353,Россия,М24
Ovchinnikov Konstantin,4:14:34,6354,Россия,М41
Рожнов Денис,4:14:35,6355,Россия,М34
Лукьяненко Дмитрий,4:14:35,6356,Россия,М35
Дмитриев Алексей,4:14:36,6357,Россия,М35
Копцева Ольга,4:14:37,6358,Россия,Ж38
Садыков Илья,4:14:37,6359,Россия,М24
Ипатов Алексей,4:14:37,6360,Россия,М37
Лопатченко Алексей,4:14:38,6361,Россия,М33
Шааб Владислав,4:14:39,6362,Россия,М24
Пашкеева Юлия,4:14:40,6363,Россия,Ж31
Кирюшин Дмитрий,4:14:41,6364,Россия,М28
Лимонов Алексей,4:14:41,6365,Россия,М36
Кориненко Алексей,4:14:42,6366,Россия,М40
Яшкин Максим,4:14:42,6367,Россия,М32
Зубарев Михаил,4:14:43,6368,Россия,М35
Рыжкова Елизавета,4:14:44,6369,Россия,Ж37
Панасенко Павел,4:14:44,6370,Россия,М33
Sikorskiy Nikolay,4:14:45,6371,Россия,М34
Тарасова Надежда,4:14:46,6372,Россия,Ж67
Троицкий Алексей,4:14:47,6373,Россия,М35
Воробьёв Андрей,4:14:49,6374,Россия,М43
Конищев Владислав,4:14:49,6375,Россия,М26
Kita Shinya,4:14:49,6376,Япония,М45
Жаров Иван,4:14:50,6377,Россия,М30
Таранов Дмитрий,4:14:50,6378,Россия,М37
Адаев Артем,4:14:52,6379,Россия,М27
Кандзюба Роман,4:14:52,6380,Россия,М46
Kajtar Balint Laszlo,4:14:52,6381,Венгрия,М31
Пикалев Андрей,4:14:53,6382,Россия,М37
Кротова Елена,4:14:54,6383,Россия,Ж28
Иванов Александр,4:14:54,6384,Россия,М50
Курков Артем,4:14:55,6385,Россия,М34
Князев Дмитрий,4:14:56,6386,Россия,М36
Шинкарева Анжелика,4:14:56,6387,Россия,Ж27
Болонкин Андрей,4:14:57,6388,Россия,М35
Косарева Мария,4:14:57,6389,Россия,Ж34
Пузанова Екатерина,4:14:57,6390,Россия,Ж31
Бубнов Алексей,4:14:58,6391,Россия,М36
Ляменков Кирилл,4:14:58,6392,Россия,М33
Karlsson Leif,4:14:58,6393,Швеция,М56
Wali Amar,4:14:59,6394,СаудовскаяАравия,М38
Берген Вадим,4:15:00,6395,Россия,М28
Рюмина Валентина,4:15:03,6396,Россия,Ж36
Биктимирова Люция,4:15:03,6397,Россия,Ж40
Кормышов Андрей,4:15:03,6398,Россия,М40
Трегубов Андрей,4:15:04,6399,Россия,М48
Антонов Сергей,4:15:04,6400,Россия,М60
Сизов Алексей,4:15:04,6401,Россия,М46
Hvala Valter,4:15:04,6402,Словения,М51
Карасев Иван,4:15:05,6403,Россия,М31
Ebbo Yaacov,4:15:05,6404,Израиль,М52
Романовская Виолетта,4:15:05,6405,Россия,Ж27
Чистяков Роман,4:15:06,6406,Россия,М40
Хрусталёв Максим,4:15:07,6407,Россия,М33
Ochkin Evgeniy,4:15:07,6408,Россия,М31
Карабаев Дмитрий,4:15:07,6409,Россия,М45
Поздняк Сергей,4:15:08,6410,Россия,М33
Mamedov Anar,4:15:08,6411,Россия,М27
Петрова Анна,4:15:09,6412,Россия,Ж37
Незнахина Юлия,4:15:09,6413,Россия,Ж46
Taemphairojana Nitipat,4:15:11,6414,Таиланд,М41
Кузнецов Андрей,4:15:11,6415,Россия,М54
Игнатьев Иван,4:15:13,6416,Россия,М34
Папахов Али,4:15:16,6417,Россия,М25
Андреев Александр,4:15:18,6418,Россия,М37
Хрыков Дмитрий,4:15:20,6419,Россия,М31
Мамонова Вера,4:15:21,6420,Россия,Ж37
Антонович Константин,4:15:22,6421,Россия,М42
Янкин Андрей,4:15:25,6422,Россия,М56
Тестянова Светлана,4:15:25,6423,Россия,Ж37
Fedortsov Dmitry,4:15:26,6424,Россия,М28
Демочко Данил,4:15:26,6425,Россия,М30
Назарова Мария,4:15:26,6426,Россия,Ж37
Шевелёв Иван,4:15:27,6427,Россия,М34
Тарасова Мария,4:15:27,6428,Россия,Ж27
Shitikov Alexander,4:15:28,6429,Россия,М57
Луканин Максим,4:15:29,6430,Россия,М31
Лютов Константин,4:15:30,6431,Россия,М40
Маслов Алексей,4:15:31,6432,Россия,М39
Харитонов Григорий,4:15:31,6433,Россия,М22
Кириакиди Сергей,4:15:32,6434,Россия,М30
Mamikonian Tigran,4:15:32,6435,Россия,М37
Новиков Алексей,4:15:36,6436,Россия,М33
Deobold Andrei,4:15:36,6437,Россия,М34
Пономарев Владимир,4:15:37,6438,Россия,М30
Когерентова Ольга,4:15:37,6439,Россия,Ж37
Прокофьев Эдуард,4:15:37,6440,Россия,М54
Городнов Денис,4:15:37,6441,Россия,М35
Songcheur Saovaluk,4:15:38,6442,Таиланд,Ж30
Petruk Anna,4:15:40,6443,Россия,Ж31
Kurshin Dmitry,4:15:41,6444,Россия,М35
Небогатиков Владимир,4:15:41,6445,Россия,М32
Shulgin Sergey,4:15:41,6446,Россия,М42
Сибгатуллин Айнур,4:15:44,6447,Россия,М27
Аксенов Кирилл,4:15:45,6448,Россия,М29
Камаев Сергей,4:15:46,6449,Россия,М42
Соловьев Владимир,4:15:50,6450,Россия,М34
Kurbanov Dmitry,4:15:50,6451,Россия,М34
Уразаева Ирина,4:15:50,6452,Россия,Ж34
Будылин Дмитрий,4:15:51,6453,Россия,М33
Галимов Рустем,4:15:52,6454,Россия,М41
Смирнов Сергей,4:15:53,6455,Россия,М34
Mangel Batony,4:15:54,6456,Венгрия,М28
Мухтаров Марат,4:15:54,6457,Россия,М35
Тесленок Марина,4:15:54,6458,Россия,Ж33
Прокофьев Игорь,4:15:54,6458,Россия,М55
Муликова Татьяна,4:15:56,6460,Россия,Ж38
Лопатин Роман,4:15:59,6461,Россия,М29
Сычёв Андрей,4:16:00,6462,Россия,М31
Дудин Алексей,4:16:00,6463,Россия,М35
Пименов Алексей,4:16:01,6464,Россия,М33
Зарипова Юлия,4:16:01,6465,Россия,Ж33
Воробьёв Олег,4:16:02,6466,Россия,М34
Осипова Анна,4:16:02,6467,Россия,Ж35
Ласуков Виталий,4:16:02,6468,Россия,М34
Коньков Роман,4:16:02,6469,Россия,М39
Абрамов Дмитрий,4:16:02,6470,Россия,М40
Козырева Светлана,4:16:02,6471,Россия,Ж28
Пронин Андрей,4:16:03,6472,Россия,М53
Трунов Анатолий,4:16:03,6473,Россия,М64
Rukavishnikova Marina,4:16:05,6474,Россия,Ж40
Жарковский Алексей,4:16:05,6475,Россия,М36
Ченцов Михаил,4:16:07,6476,Россия,М38
Бедарев Денис,4:16:07,6477,Россия,М36
Astakhov Alexey,4:16:07,6478,Россия,М38
Seidlova Eva,4:16:07,6478,Словакия,Ж71
Наумкин Игорь,4:16:07,6480,Россия,М29
Yanchelik Pavel,4:16:08,6481,Россия,М42
Харитонов Дмитрий,4:16:09,6482,Россия,М39
Герасимов Станислав,4:16:10,6483,Россия,М35
Малахов Илья,4:16:10,6483,Россия,М34
Усов Сергей,4:16:11,6485,Россия,М32
Мелешко Анна,4:16:12,6486,Россия,Ж30
Архипов Павел,4:16:12,6487,Россия,М35
Федотова Елена,4:16:13,6488,Россия,Ж28
Отводенков Сергей,4:16:15,6489,Россия,М38
Фомин Кирилл,4:16:15,6490,Россия,М25
Зитцер Данил,4:16:16,6491,Россия,М26
Михайлов Андрей,4:16:17,6492,Россия,М43
Родильников Артем,4:16:17,6493,Россия,М30
Набеев Сергей,4:16:18,6494,Россия,М32
Самарцев Николай,4:16:20,6495,Россия,М43
Веретенников Сергей,4:16:20,6496,Россия,М37
Лагуткин Олег,4:16:20,6497,Россия,М38
Выражейкина Диана,4:16:21,6498,Россия,Ж30
Ступак Александр,4:16:21,6499,Россия,М31
Головизнин Игорь,4:16:21,6500,Россия,М42
Furuya Takahisa,4:16:22,6501,Япония,М41
Пахомов Сергей,4:16:23,6502,Россия,М66
Сыровацкий Михаил,4:16:23,6503,Россия,М31
Смирнов Алексей,4:16:23,6504,Россия,М33
Ильин Георгий,4:16:24,6505,Россия,М32
Маркова Анна,4:16:24,6506,Россия,Ж41
Ломовцев Сергей,4:16:24,6507,Россия,М69
Abdullayev Arhan,4:16:27,6508,Азербайджан,М24
Zheng Kaiyang,4:16:29,6509,КНР,М56
Spivak Andre,4:16:30,6510,Бразилия,М35
Лапшин Павел,4:16:30,6511,Россия,М29
Яловегин Алексей,4:16:30,6512,Россия,М30
Полковников Александр,4:16:31,6513,Россия,М30
Александров Артем,4:16:31,6514,Россия,М27
Уренёва Ольга,4:16:32,6515,Россия,Ж32
Боцевич Илья,4:16:32,6516,Россия,М37
Сиренев Илья,4:16:33,6517,Россия,М34
Чистяков Александр,4:16:33,6518,Россия,М37
Бенедская Ольга,4:16:34,6519,Россия,Ж40
Кистенев Андрей,4:16:36,6520,Россия,М35
Briscoe Thomas Rivers Whitby,4:16:36,6521,Великобритания,М26
Ангер Виталий,4:16:37,6522,Россия,М36
Le_Loir Steven,4:16:37,6523,Франция,М37
Рябушева Дарья,4:16:38,6524,Россия,Ж24
Денежкина Юлия,4:16:38,6525,Россия,Ж28
Захаров Владимир,4:16:39,6526,Россия,М29
Шавров Артем,4:16:39,6527,Белоруссия,М36
Евдокимов Евгений,4:16:40,6528,Россия,М37
Доронин Николай,4:16:42,6529,Россия,М40
Утробин Александр,4:16:42,6530,Россия,М24
Клеменчев Иван,4:16:43,6531,Россия,М32
Могутнов Владимир,4:16:43,6532,Россия,М37
Machulin Sergei,4:16:43,6533,Россия,М42
Zarytska Natalya,4:16:44,6534,Россия,Ж42
Марков Константин,4:16:47,6535,Россия,М44
Bazarov Andrei,4:16:48,6536,Россия,М44
Grabko Alexandr,4:16:48,6537,Молдавия,М28
Емелина Инесса,4:16:49,6538,Россия,Ж44
Kiniashev Dmitrii,4:16:49,6539,Россия,М48
Смольянинова Жанна,4:16:49,6540,Россия,Ж42
Есин Михаил,4:16:50,6541,Россия,М37
Булычев Андрей,4:16:51,6542,Россия,М30
Лавренин Клим,4:16:52,6543,Россия,М29
Киреев Артем,4:16:52,6544,Россия,М41
Шорохов Сергей,4:16:53,6545,Россия,М35
Liu Chih-Ming,4:16:54,6546,КитайскаяРеспублика,М46
Сафронов Андрей,4:16:54,6547,Россия,М30
Kakichi Hironori,4:16:54,6548,Япония,М42
Bazhenova Natalia,4:16:54,6549,Россия,Ж38
Насыров Роман,4:16:55,6550,Россия,М26
Петровский Роман,4:16:55,6551,Россия,М27
Калмыков Николай,4:16:56,6552,Россия,М25
Ивлев Сергей,4:16:58,6553,Россия,М30
Гарковский Андрей,4:16:59,6554,Россия,М38
Несмелова Елена,4:16:59,6555,Россия,Ж37
Сергеев Михаил,4:17:00,6556,Россия,М29
Горюшкин Артем,4:17:00,6557,Россия,М37
Кожарский Алексей,4:17:01,6558,Россия,М41
Шепелев Максим,4:17:02,6559,Россия,М26
Сидоренко Андрей,4:17:02,6560,Россия,М30
Лунина Ирина,4:17:03,6561,Россия,Ж43
Тарасова Елена,4:17:04,6562,Россия,Ж32
Сухова Ирина,4:17:04,6563,Россия,Ж47
Маслюков Алексей,4:17:04,6564,Россия,М29
Радуга Дмитрий,4:17:05,6565,Россия,М43
Кухаренко Святослав,4:17:05,6566,Россия,М26
Turovtsev Denis,4:17:06,6567,Россия,М49
Irwe Wilhelm,4:17:06,6568,Швеция,М29
Алексеева Ксения,4:17:07,6569,Россия,Ж22
Сашнев Сергей,4:17:08,6570,Россия,М29
Холодилин Игорь,4:17:09,6571,Россия,М33
Mashin Alexander,4:17:09,6572,Россия,М42
Харин Сергей,4:17:11,6573,Россия,М36
Гиберт Дмитрий,4:17:11,6574,Россия,М36
