1000,1
1003,3
1009,1
1011,1
1019,1
1025,1
1039,3
1046,3
1048,4
1058,11
1066,4
1070,5
1074,9
1076,2
1078,1
1083,1
1088,1
1089,2
1097,1
1106,5
1110,1
1115,1
1118,2
1123,3
1128,1
1129,4
1135,1
1137,1
1142,1
1150,1
1153,1
1157,3
1159,3
1162,1
1172,2
1174,1
1175,1
1178,1
1179,2
1184,6
1186,1
1188,1
1191,1
1192,1
1193,1
1198,1
1209,1
1217,1
1222,3
1229,3
1230,1
1233,4
1234,1
1235,10
1237,3
1239,1
1240,1
1243,46
1246,1
1253,1
1256,1
1261,2
1262,1
1265,1
1267,1
1268,2
1277,10
1281,1
1283,1
1293,2
1298,2
1302,1
1304,1
1309,1
1312,1
1314,4
1315,2
1318,9
1320,1
1322,2
1323,1
1329,1
1331,1
1333,6
1340,1
1364,1
1371,1
1375,1
1376,6
1381,8
1389,1
1395,1
1397,3
1399,1
1401,1
1404,8
1433,2
1452,1
1472,1
1493,1
1508,1
1518,1
1542,2
1578,1
1593,1
1606,1
1610,1
1634,1
1642,1
1662,1
1671,1
1725,1
1741,5
1746,1
1770,1
1784,1
1797,1
1803,1
1843,1
1849,1
1850,1
1861,1
1865,1
1895,1
1898,1
1906,1
1912,1
1937,1
1959,1
2014,20
2073,1
2107,1
2128,1
2137,1
2141,1
2149,1
2159,1
2161,1
2165,1
2169,1
2172,1
2175,1
2179,1
2180,2
2187,1
2194,1
2205,1
2206,1
2214,3
2252,1
2268,1
2269,1
2274,2
2291,1
2293,1
2318,1
2328,2
2335,1
2343,1
2358,1
2363,1
2369,1
2374,1
2384,1
2388,3
2397,1
2408,1
2435,1
2447,1
2459,1
2470,1
2472,1
2474,1
2475,1
2507,1
2511,1
2516,1
2536,1
2540,1
2542,1
2548,1
2549,1
2554,1
2556,1
2558,1
2559,2
2560,1
2565,1
2568,1
2576,1
2578,1
2593,1
2600,1
2609,1
2623,1
2627,37
2629,5
2630,1
2631,1
2634,6
2635,1
2642,2
2645,1
2659,2
2660,2
2666,2
2667,2
2671,1
2680,1
2683,5
2685,1
2689,1
2691,1
2701,1
2705,1
2720,1
2722,1
2726,1
2741,5
2746,1
2750,2
2768,2
2787,1
2794,4
2821,1
2830,1
2831,1
2842,1
2844,2
2873,2
2875,4
2877,1
2882,1
2885,1
2892,1
2899,2
2900,4
2906,1
2908,1
2909,1
2912,1
2917,2
2924,1
2948,2
2954,4
2959,6
2961,2
2964,15
2971,1
2972,1
2973,1
2979,1
2980,2
2981,3
2990,1
2991,1
2996,1
2997,1
3002,1
3012,1
3014,4
3020,28
3023,1
3032,4
3033,5
3037,1
3038,2
3041,1
3052,1
3062,1
3072,4
3076,18
3077,3
3083,1
3087,2
3088,3
3091,1
3092,3
3112,4
3116,1
3118,1
3121,1
3139,1
3154,1
3156,1
3157,1
3159,1
3167,1
3169,2
3176,1
3178,1
3182,2
3196,23
3199,5
3214,1
3215,1
3222,1
3226,18
3229,1
3232,2
3239,1
3247,1
3248,1
3250,1
3255,2
3268,1
3270,1
3273,1
3277,1
3280,1
3281,2
3298,1
3308,1
3316,2
3322,1
3330,2
3336,1
3345,1
3347,1
3350,1
3352,1
3360,1
3364,1
3365,1
3381,1
3391,7
3395,1
3396,1
3400,3
3401,5
3410,1
3412,1
3413,1
3414,1
3418,1
3420,2
3423,2
3427,1
3440,3
3443,1
3448,6
3456,3
3465,1
3466,1
3468,1
3476,1
3483,1
3489,2
3501,1
3513,1
3525,1
3526,1
3533,1
3534,2
3539,19
3561,1
3565,1
3566,4
3568,1
3570,1
3571,6
3576,1
3581,3
3588,5
3589,3
3598,2
3601,28
3614,2
3620,6
3624,2
3628,8
3631,1
3638,2
3643,2
3644,1
3647,3
3649,1
3650,1
3665,11
3669,1
3670,1
3677,1
3698,9
3700,2
3708,1
3709,2
3712,1
3717,1
3718,1
3724,1
3728,3
3735,10
3738,1
3739,1
3741,7
3750,2
3759,1
3772,1
3783,1
3786,3
3791,2
3792,6
3793,2
3795,2
3796,2
3799,3
3801,1
3802,7
3811,2
3821,1
3838,2
3841,2
3842,17
3845,34
3849,1
3850,3
3851,2
3858,1
3860,1
3863,1
3866,4
3869,2
3877,1
3885,1
3894,1
3898,1
3901,1
3904,2
3906,1
3918,1
3929,1
3951,3
3965,1
3976,1
3978,1
3980,3
3981,2
3989,1
3991,13
4013,2
4017,1
4021,1
4025,1
4026,1
4027,10
4033,8
4034,3
4035,2
4037,1
4039,3
4040,2
4041,1
4046,1
4050,1
4053,1
4055,1
4057,1
4064,1
4067,1
4071,1
4073,1
4075,1
4076,1
4077,1
4079,3
4085,1
4086,1
4090,1
4096,2
4100,1
4103,1
4108,1
4112,2
4116,1
4121,6
4126,2
4127,2
4129,1
4131,1
4141,1
4142,3
4153,1
4160,1
4163,1
4169,1
4176,1
4178,1
4187,1
4189,2
4197,3
4199,1
4201,1
4212,2
4223,2
4225,1
4226,1
4227,1
4236,2
4239,1
4243,1
4247,1
4253,1
4254,1
4256,1
4260,1
4261,1
4265,2
4290,1
4295,1
4296,1
4298,1
4301,1
4305,1
4307,3
4313,5
4316,1
4320,11
4330,1
4331,2
4332,1
4335,1
4337,1
4339,1
4343,9
4355,1
4356,1
4357,1
4358,1
4359,4
4361,4
4363,2
4370,2
4371,1
4380,1
4382,3
4386,2
4387,1
4388,1
4390,1
4394,1
4395,4
4398,1
