name,result,place,country,category
Киселёв Степан,2:15:22,1,Россия,М31
Трошкин Алексей,2:16:01,2,Россия,М32
Аплачкин Артем,2:19:54,3,Россия,М27
Попов Сергей,2:20:16,4,Россия,М29
Сафронов Дмитрий,2:21:07,5,Россия,М36
Кульков Михаил,2:21:53,6,Россия,М33
Угаров Виктор,2:23:21,7,Россия,М31
Григорьев Олег,2:24:30,8,Россия,М30
Ширшов Алексей,2:24:50,9,Россия,М26
Андреев Григорий,2:25:38,10,Россия,М42
Ядгаров Искандер,2:26:40,11,Россия,М27
Смирнов Андрей,2:26:48,12,Россия,М32
Звягинцев Михаил,2:27:32,13,Россия,М25
Кротович Александр,2:27:36,14,Россия,М28
Клинов Андрей,2:27:36,15,Россия,М43
Li Yipeng,2:27:53,16,КНР,М38
Кораблев Денис,2:28:10,17,Россия,М34
Трофимова Сардана,2:28:31,18,Россия,Ж30
Кашапов Ренат,2:28:32,19,Россия,М35
Шилкин Дмитрий,2:29:12,20,Россия,М36
Хорошилов Руслан,2:29:42,21,Россия,М26
Матвеев Алексей,2:30:47,22,Россия,М34
Чужинов Владислав,2:31:20,23,Россия,М22
Fedorov Pavel,2:31:24,24,Россия,М33
Студенников Андрей,2:31:28,25,Россия,М26
Чехонин Александр,2:33:23,26,Россия,М27
Диденко Петр,2:34:30,27,Россия,М31
Архипова Татьяна,2:35:08,28,Россия,Ж35
Овчинников Владимир,2:36:26,29,Россия,М32
Максименко Вадим,2:37:01,30,Россия,М31
Тимофеев Михаил,2:37:14,31,Россия,М27
Листов Сергей,2:37:24,32,Россия,М24
Язев Николай,2:37:27,33,Россия,М33
Осокина Мария,2:37:31,34,Россия,Ж24
Чистоступов Роман,2:37:46,35,Россия,М31
Егоров Дмитрий,2:37:58,36,Россия,М26
Леминский Василий,2:38:23,38,Россия,М21
Бут Надежда,2:38:53,39,Россия,Ж33
Шерстюк Роман,2:39:03,40,Россия,М32
Жохов Никита,2:39:37,41,Россия,М35
Янюшкин Дмитрий,2:39:41,42,Россия,М27
Долженко Иван,2:40:05,43,Россия,М20
Кондрашов Андрей,2:40:06,44,Россия,М29
Лойко Андрей,2:40:07,45,Россия,М30
Головин Антон,2:40:26,46,Россия,М32
Ромодин Алексей,2:40:28,47,Россия,М30
Сабиров Григорий,2:41:03,48,Россия,М34
Каланова Александра,2:41:58,49,Россия,Ж27
Герулайтис Кастис,2:42:01,50,Россия,М46
Тихонова Наталья,2:42:02,51,Россия,Ж30
Колонда Александр,2:42:04,52,Казахстан,М31
Шишов Константин,2:42:29,53,Россия,М31
Петручик Александр,2:42:37,54,Россия,М33
Веселкина Ольга,2:42:48,55,Россия,Ж30
Соболев Евгений,2:43:00,56,Россия,М26
Лутошкин Артем,2:43:28,57,Россия,М38
Четвериков Анатолий,2:43:48,58,Россия,М28
Пшеничников Игорь,2:43:53,59,Россия,М26
Трубникова Вера,2:43:57,60,Россия,Ж31
Glazunov Vladimir,2:44:01,61,Россия,М37
Яковчук Игорь,2:44:01,62,Украина,М32
Смирнов Александр,2:44:01,63,Россия,М28
Nikonov Yury,2:44:02,64,Россия,М39
Гуськов Федор,2:44:10,65,Россия,М29
Lee Jong_Hyun,2:44:13,66,РеспубликаКорея,М26
Шерстнев Михаил,2:44:30,67,Россия,М33
Plyatsidevsky Andrey,2:44:39,68,Россия,М32
Максаков Михаил,2:44:49,69,Россия,М32
Френклах Яков,2:45:05,70,Россия,М31
Филиппов Алексей,2:45:21,71,Россия,М42
Буравов Александр,2:45:34,72,Россия,М49
Абрагимов Сергей,2:45:38,73,Россия,М35
Егоров Дмитрий,2:45:53,74,Россия,М42
Себрин Андрей,2:46:14,75,Россия,М32
Базаров Алексей,2:46:17,76,Россия,М29
Иванов Олег,2:46:32,77,Россия,М36
Афанасова Александра,2:46:38,78,Россия,Ж21
Nikonov Andrey,2:46:38,79,Россия,М46
Степанов Максим,2:46:39,80,Россия,М29
Зарина Нина,2:46:46,81,Россия,Ж31
Садыков Артур,2:47:04,82,Россия,М33
Руда Александр,2:47:08,83,Россия,М37
Бондарь Дмитрий,2:47:12,84,Россия,М30
Руженцев Илья,2:47:19,85,Россия,М25
Цветков Алексей,2:47:30,86,Россия,М35
Огаркин Томми,2:47:37,87,Россия,М29
Логвинов Кирилл,2:47:38,88,Россия,М36
Grebenko Andrey,2:47:53,89,Россия,М28
Дорофеев Юрий,2:47:55,90,Россия,М30
Шишлов Степан,2:47:55,90,Россия,М26
Wasniewska Karolina,2:48:00,92,Польша,Ж38
Ещенко Дмитрий,2:48:04,93,Россия,М39
Курочкин Алексей,2:48:34,94,Россия,М40
Черепанов Валентин,2:49:00,95,Россия,М28
Иванов Константин,2:49:01,96,Россия,М35
Леонов Иван,2:49:05,97,Белоруссия,М32
Кравченко Кирилл,2:49:08,98,Россия,М25
Ермаков Павел,2:49:21,99,Россия,М31
Фаддеев Анатолий,2:49:29,100,Россия,М43
Костицын Сергей,2:49:32,101,Россия,М42
Голубев Ярослав,2:49:33,102,Россия,М30
Rodenghi Enrico,2:49:42,103,Италия,М36
Грибановский Сергей,2:49:53,104,Россия,М37
Калинин Сергей,2:50:07,105,Россия,М28
Шульев Борис,2:50:07,106,Россия,М33
Иевлев Олег,2:50:24,107,Россия,М49
Ларионов Константин,2:50:26,108,Россия,М36
Терехин Владимир,2:50:27,109,Россия,М32
Пригара Михаил,2:50:32,110,Россия,М29
Черныш Антон,2:50:33,111,Россия,М31
Маслов Игорь,2:50:35,112,Россия,М50
Соин Евгений,2:50:43,113,Россия,М32
Алтышов Павел,2:50:50,114,Россия,М32
Кузнецов Илья,2:51:17,115,Россия,М29
Асанова Алсу,2:51:17,116,Россия,Ж32
Sumbaev Vitaliy,2:51:19,117,Россия,М35
Жандаров Алексей,2:51:28,118,Россия,М26
Хардин Владислав,2:51:40,119,Россия,М44
Привалов Денис,2:51:47,120,Россия,М26
Попов Владимир,2:51:53,121,Россия,М49
Серпорезюк Сергей,2:51:54,122,Россия,М40
Поляков Олег,2:51:56,123,Россия,М51
Zhuravlev Aleksey,2:51:56,124,Россия,М31
Морозов Сергей,2:51:58,125,Россия,М37
Степанов Денис,2:52:05,126,Россия,М26
Полякова Анастасия,2:52:11,127,Россия,Ж22
Семенов Ян,2:52:15,128,Россия,М27
Эбриль Михаил,2:52:21,129,Россия,М41
Оводов Сергей,2:52:27,130,Россия,М41
Krendelev Dmitrii,2:52:28,131,Россия,М26
Мешков Алексей,2:52:36,132,Россия,М32
Ефимович Дмитрий,2:52:37,133,Россия,М27
Мерчев Сергей,2:52:38,134,Россия,М31
Chernenko Alexander,2:52:44,135,Россия,М37
Стенюков Владимир,2:52:44,136,Россия,М42
Якушев Валентин,2:52:46,137,Россия,М27
Горбачев Алексей,2:52:47,138,Россия,М24
Пьянов Артем,2:52:48,139,Россия,М33
Степашкин Виктор,2:52:51,140,Россия,М29
Автунич Алексей,2:52:56,141,Россия,М42
Nikonov Mikhail,2:52:56,142,Россия,М35
Копытов Павел,2:53:12,143,Россия,М22
Худашов Александр,2:53:13,144,Россия,М46
Abeldyaev Aleksandr,2:53:14,145,Россия,М36
Селиверстов Евгений,2:53:17,146,Россия,М38
Алексеев Валерий,2:53:18,147,Россия,М35
Заякин Денис,2:53:19,148,Россия,М35
Glotikov Dmitry,2:53:23,149,Россия,М41
Садыков Руслан,2:53:25,150,Россия,М33
Pevato Nicholas,2:53:38,151,США,М24
Уткин Анатолий,2:53:58,152,Россия,М36
Панин Илья,2:54:01,153,Россия,М35
Виноградов Дмитрий,2:54:08,154,Россия,М24
Лобов Константин,2:54:11,155,Россия,М24
Матюхин Сергей,2:54:13,156,Россия,М27
Украинский Дмитрий,2:54:21,157,Россия,М37
Kompantsev Aleksandr,2:54:22,158,Россия,М34
Колядин Михаил,2:54:25,159,Россия,М33
Ватракшин Валентин,2:54:27,160,Россия,М34
Орлов Вячеслав,2:54:30,161,Россия,М44
Губанов Павел,2:54:32,162,Россия,М42
Козлов Николай,2:54:33,163,Россия,М32
Мурзашев Адильхан,2:54:42,164,Россия,М32
Сивцев Альберт,2:54:51,165,Россия,М46
Животенко Сергей,2:54:52,166,Россия,М33
Ромодин Михаил,2:54:56,167,Россия,М31
Светлов Даниил,2:55:01,168,Россия,М28
Дубинин Денис,2:55:01,169,Россия,М32
Abdurashidov Gadjimurad,2:55:02,170,Россия,М27
Tokunov Roman,2:55:07,171,Россия,М22
Галайдюк Александр,2:55:14,172,Россия,М28
Ларцев Денис,2:55:16,173,Россия,М41
Колесников Николай,2:55:17,174,Россия,М35
Мурашов Максим,2:55:20,175,Россия,М41
Безяев Дмитрий,2:55:21,176,Россия,М33
Марынов Владимир,2:55:28,177,Россия,М51
Цветков Виктор,2:55:35,178,Россия,М32
Иванов Александр,2:55:45,179,Россия,М36
Щербаков Александр,2:55:47,180,Россия,М31
Попова Елена,2:55:47,181,Россия,Ж28
Газизов Мурад,2:55:49,182,Россия,М30
Мурадян Андрей,2:55:50,183,Россия,М36
Городничев Евгений,2:55:56,184,Россия,М39
Полянчиков Михаил,2:55:56,185,Россия,М30
Гузняев Павел,2:55:57,186,Россия,М29
Кучеренко Константин,2:55:58,187,Россия,М42
Кривошеев Василий,2:56:09,188,Россия,М47
Михайленко Сергей,2:56:11,189,Россия,М25
Левшин Антон,2:56:16,190,Россия,М31
Преображенский Алексей,2:56:16,191,Россия,М40
Стоноженко Артем,2:56:17,192,Россия,М39
Сычева Татьяна,2:56:19,193,Россия,Ж28
Андреев Арсентий,2:56:20,194,Россия,М26
Михайлов Максим,2:56:21,195,Россия,М30
Лахно Павел,2:56:24,196,Россия,М40
Аббасов Эмин,2:56:25,197,Россия,М25
Соколов Александр,2:56:38,198,Россия,М34
Iordan Dmitry,2:56:39,199,Россия,М32
Трифонов Алексей,2:56:40,200,Россия,М44
Николаев Василий,2:56:46,201,Россия,М31
Старцев Павел,2:56:55,202,Россия,М41
Рязанов Илья,2:56:58,203,Россия,М31
Timerkhanov Sergey,2:57:03,204,Россия,М24
Хорьков Леонид,2:57:04,205,Россия,М50
Гречищев Юрий,2:57:05,206,Россия,М30
Распертов Александр,2:57:06,207,Россия,М28
Пархоменко Александр,2:57:09,208,Россия,М31
Kompantsev Vyacheslav,2:57:15,209,Россия,М34
Черняк Кирилл,2:57:20,210,Россия,М36
Fazolov Timur,2:57:21,211,Эстония,М31
Быков Антон,2:57:26,212,Россия,М29
Щекин Алексей,2:57:31,213,Россия,М33
Данилов Александр,2:57:31,214,Россия,М26
Наливайко Михаил,2:57:31,215,Россия,М27
Майбородин Алексей,2:57:34,216,Россия,М41
Mironov Kirill,2:57:36,217,Россия,М28
Улизко Михаил,2:57:36,218,Россия,М21
Kirillov Pasha,2:57:36,219,Россия,М35
Ростовцев Сергей,2:57:39,220,Россия,М27
Колпачников Виталий,2:57:42,221,Россия,М52
Карасев Денис,2:57:43,222,Россия,М40
Елаев Игорь,2:57:45,223,Россия,М35
Кривозубов Роман,2:57:45,224,Россия,М36
Чернецов Дмитрий,2:57:47,225,Россия,М37
Артёмов Евгений,2:57:49,226,Россия,М40
Перепеч Игорь,2:57:49,227,Россия,М47
Zhegusov Iaroslav,2:57:50,228,Россия,М32
Садыков Динар,2:57:52,229,Россия,М30
Дударь Светлана,2:57:52,230,Россия,Ж30
Шашкин Сергей,2:57:53,231,Россия,М39
Шварц Юрий,2:57:53,232,Россия,М24
Земцов Максим,2:57:54,233,Россия,М33
Gavrilenko Anton,2:57:56,234,Россия,М37
Ромашов Илья,2:57:59,235,Россия,М30
Спирихин Владимир,2:58:00,236,Россия,М37
Горбачёв Михаил,2:58:03,237,Россия,М29
Туманов Сергей,2:58:07,238,Россия,М39
Цветков Максим,2:58:10,239,Россия,М26
Artyukhin Timur,2:58:10,240,Казахстан,М30
Терентьев Андрей,2:58:10,241,Россия,М30
Solntsev Andrey,2:58:16,242,Россия,М24
Кугучин Константин,2:58:19,243,Россия,М35
Siemek Krzysztof,2:58:20,244,Польша,М31
Олемской Дмитрий,2:58:22,245,Россия,М43
Громов Сергей,2:58:24,246,Россия,М30
Benidovskiy Ivan,2:58:25,247,Россия,М27
Титов Эдуард,2:58:28,248,Россия,М46
Малородов Иван,2:58:29,249,Россия,М27
Авзелитдинов Ринат,2:58:30,250,Россия,М52
Мирошник Сергей,2:58:30,251,Россия,М33
Носков Сергей,2:58:30,252,Россия,М26
Мутохляев Александр,2:58:31,253,Россия,М43
Быстров Владислав,2:58:31,254,Россия,М29
Афризонов Элем,2:58:32,255,Россия,М29
Александрович Никита,2:58:33,256,Россия,М20
Корнаухов Дмитрий,2:58:34,257,Россия,М29
Панарин Константин,2:58:34,258,Россия,М25
Бойнов Андрей,2:58:38,259,Россия,М33
Смородин Денис,2:58:39,260,Россия,М33
Мухомедзянов Евгений,2:58:40,261,Россия,М39
Носов Юрий,2:58:44,262,Россия,М35
Тимонин Василий,2:58:45,263,Россия,М52
Симонов Константин,2:58:45,264,Россия,М38
Valiulin Pavel,2:58:49,265,Россия,М30
Рыбальченко Алексей,2:58:50,266,Россия,М30
Толстых Елена,2:58:50,267,Россия,Ж34
Фирсов Александр,2:58:54,268,Россия,М34
Чуланов Евгений,2:58:56,269,Россия,М35
Тюменцев Сергей,2:58:57,270,Россия,М43
Кремена Евгения,2:58:57,271,Россия,Ж29
Тарабрин Андрей,2:59:00,272,Россия,М33
Сидоров Александр,2:59:00,273,Россия,М26
Park Sung_Bae,2:59:08,274,РеспубликаКорея,М56
Таратухин Руслан,2:59:10,275,Россия,М30
Тер-погосян Рудольф,2:59:14,276,Россия,М23
Дудихин Олег,2:59:23,277,Россия,М28
Tarasov Oleg,2:59:23,278,Россия,М39
Галкин Юрий,2:59:25,279,Россия,М60
Иванов Дмитрий,2:59:26,280,Россия,М32
Smirnov Alexander,2:59:28,281,Россия,М30
Проценко Михаил,2:59:28,282,Россия,М29
Бакин Илья,2:59:33,283,Россия,М30
Перминов Андрей,2:59:34,284,Россия,М31
Зверьков Борис,2:59:37,285,Россия,М19
Трибунский Кирилл,2:59:39,286,Россия,М31
Kostivs Sergejs,2:59:40,287,Латвия,М33
Кудряшов Евгений,2:59:43,288,Россия,М29
Kerzhner Maksim,2:59:44,289,Россия,М44
Похвалин Михаил,2:59:47,290,Россия,М36
Аушев Олег,2:59:48,291,Россия,М27
Мериин Владислав,2:59:50,292,Россия,М23
Usanov Dmitry,2:59:51,293,Россия,М36
Усов Вячеслав,2:59:51,294,Россия,М28
Егоров Александр,2:59:52,295,Россия,М36
Чамурлиев Василий,2:59:53,296,Россия,М30
Енов Егор,2:59:56,297,Россия,М29
Boomsma Auke,2:59:57,298,Нидерланды,М28
Морозов Андрей,3:00:05,299,Россия,М31
Махмудов Руслан,3:00:24,300,Россия,М32
Главатских Артур,3:00:29,301,Россия,М32
Темкин Павел,3:00:31,302,Россия,М31
Дьяконов Александр,3:00:33,303,Россия,М35
Chikhachev Dmitry,3:00:37,304,Россия,М47
Моршин Владимир,3:00:43,305,Россия,М34
Абдрахимов Альберт,3:00:44,306,Россия,М39
Прошин Борис,3:00:46,307,Россия,М33
Евстратов Павел,3:00:47,308,Россия,М32
Белов Сергей,3:00:48,309,Россия,М23
Набиев Андрей,3:00:54,310,Россия,М33
Panteleev Dmitriy,3:00:56,311,Россия,М32
Николаев Сергей,3:01:01,312,Россия,М48
Шеин Дмитрий,3:01:05,313,Россия,М32
Назаров Александр,3:01:05,314,Россия,М38
Мухин Иван,3:01:07,315,Россия,М38
Киекбаев Ильнур,3:01:11,316,Россия,М30
Родниковский Дмитрий,3:01:13,317,Россия,М31
Гранкин Дмитрий,3:01:15,318,Россия,М35
Стародубцев Сергей,3:01:16,319,Россия,М54
Покревский Алексей,3:01:22,320,Россия,М33
Силаев Максим,3:01:27,321,Россия,М30
Батанов Александр,3:01:35,322,Россия,М50
Осипов Андрей,3:01:37,323,Россия,М28
Гребенева Светлана,3:01:39,324,Россия,Ж23
Демченко Дмитрий,3:01:46,325,Россия,М40
Wu Qifeng,3:01:46,326,КНР,М42
Popov Aleksey,3:01:47,327,Россия,М33
Денисов Илья,3:01:54,328,Россия,М34
Кротов Александр,3:01:56,329,Россия,М32
Бабенко Павел,3:01:57,330,Россия,М34
Лаврентьев Дмитрий,3:02:01,331,Россия,М46
Милешин Олег,3:02:02,332,Россия,М27
Бойченко Дмитрий,3:02:10,333,Россия,М39
Хабибуллин Тимур,3:02:11,334,Россия,М25
Тихомиров Константин,3:02:12,335,Россия,М57
Lipanov Dmitriy,3:02:14,336,Россия,М29
Соловский Александр,3:02:15,337,Россия,М30
Колмагорова Анастасия,3:02:15,338,Казахстан,Ж38
Гудков Андрей,3:02:17,339,Россия,М48
Иванов Евгений,3:02:28,340,Россия,М28
Комель Александр,3:02:29,341,Россия,М27
Семашко Сергей,3:02:34,342,Россия,М37
Машков Александр,3:02:45,343,Россия,М33
Трубко Илья,3:02:45,344,Россия,М32
Кукушкин Андрей,3:02:48,345,Россия,М27
Ефимов Антон,3:02:50,346,Россия,М44
Хрей Андрей,3:02:52,347,Россия,М37
Смирнов Максим,3:02:53,348,Россия,М25
Камалов Александр,3:02:57,349,Россия,М20
Привалов Владимир,3:03:07,350,Россия,М36
Кутянин Артем,3:03:10,351,Россия,М30
Шуклин Владимир,3:03:10,352,Россия,М33
Долматов Андрей,3:03:14,353,Россия,М34
Емельянов Игорь,3:03:17,354,Россия,М29
Томарев Николай,3:03:19,355,Россия,М39
Конов Павел,3:03:20,356,Россия,М37
Ульбашев Азамат,3:03:21,357,Россия,М39
Бекмансуров Рустам,3:03:31,358,Россия,М27
Матвеев Илья,3:03:31,359,Россия,М36
Смирнов Вадим,3:03:34,360,Россия,М45
Савчук Роман,3:03:40,361,Россия,М33
Княжев Дмитрий,3:03:41,362,Россия,М48
Geivandov Artur,3:03:48,363,Россия,М40
Буйлин Сергей,3:03:51,364,Россия,М44
Позднышев Евгений,3:03:57,365,Россия,М29
Крылов Валерий,3:04:04,366,Россия,М35
Чиков Георгий,3:04:04,367,Россия,М34
Ольховский Василий,3:04:08,368,Россия,М22
Калинин Антон,3:04:13,369,Россия,М33
Миндубаев Рамиль,3:04:20,370,Россия,М36
Bakunov Evgeny,3:04:24,372,Россия,М36
Slipper Dan,3:04:24,373,Великобритания,М44
Зайцев Олег,3:04:24,374,Россия,М51
Грачев Сергей,3:04:28,375,Россия,М39
Носов Сергей,3:04:29,376,Россия,М25
Звонцев Артём,3:04:30,377,Россия,М25
Максимовский Евгений,3:04:32,378,Россия,М24
Петрищев Максим,3:04:32,379,Россия,М32
Cornett Alex,3:04:44,380,Великобритания,М34
Mikheychev Igor,3:04:44,381,Россия,М31
Глущенко Александр,3:04:46,382,Россия,М37
Лиляков Дмитрий,3:04:49,383,Россия,М49
Головин Андрей,3:04:57,384,Россия,М33
Щербаков Алексей,3:04:59,385,Россия,М34
Kandybaylo Maxim,3:05:04,386,Россия,М34
Иванов Сергей,3:05:08,387,Россия,М21
Пугачев Максим,3:05:08,388,Россия,М39
Зеленин Егор,3:05:14,389,Россия,М28
Plaunov Petr,3:05:30,390,Россия,М32
Антонов Александр,3:05:33,391,Россия,М40
Комаров Алексей,3:05:41,392,Россия,М33
Казупеев Михаил,3:05:43,393,Россия,М32
Зозуля Алексей,3:05:47,394,Россия,М25
Glushkov Alexey,3:05:49,395,Россия,М41
Бушмакин Илья,3:05:53,396,Россия,М38
Половинкин Дмитрий,3:05:56,397,Россия,М30
Бутяев Игорь,3:05:57,398,Украина,М37
Ермаков Петр,3:06:00,399,Россия,М30
Табаков Дмитрий,3:06:04,400,Россия,М35
Makarevich Elena,3:06:08,401,Россия,Ж40
Шенгелия Евгений,3:06:11,402,Россия,М30
Pashchenko Dmitry,3:06:14,403,Россия,М31
Sushchenya Vitaly,3:06:19,404,Россия,М36
Силин Олег,3:06:25,405,Россия,М42
Архипов Алексей,3:06:31,406,Россия,М35
Добрынин Павел,3:06:33,407,Россия,М27
Илюхин Антон,3:06:38,408,Россия,М32
Таболин Юрий,3:06:40,409,Россия,М32
Шорохов Алексей,3:06:41,410,Россия,М32
Захарченко Игорь,3:06:45,411,Россия,М50
Говор Герман,3:06:48,412,Россия,М44
Воробьев Вячеслав,3:06:50,413,Россия,М31
Мальцев Андрей,3:07:01,414,Россия,М44
Kim Jong_Chan,3:07:02,415,РеспубликаКорея,М56
Шабунин Максим,3:07:05,416,Россия,М36
Грибанов Иван,3:07:15,417,Россия,М38
Камаев Артур,3:07:22,418,Россия,М22
Пучнин Александр,3:07:23,419,Россия,М35
Рогачев Константин,3:07:25,420,Россия,М48
Журавлёв Георгий,3:07:26,421,Россия,М24
Васильченко Екатерина,3:07:29,422,Россия,Ж22
Смирнов Андрей,3:07:32,423,Россия,М28
Zharov Konstantin,3:07:36,424,Россия,М34
Бузов Сергей,3:07:38,425,Россия,М40
Красильников Олег,3:07:39,426,Россия,М39
Евенко Сергей,3:07:42,427,Россия,М32
Prosser Stephan,3:07:45,428,Германия,М47
Жиженков Василий,3:07:45,429,Россия,М46
Вдовин Александр,3:07:47,430,Россия,М42
Семенченко Вадим,3:07:48,431,Россия,М34
Еремин Петр,3:07:53,432,Россия,М35
Закиров Эльдар,3:07:53,433,Россия,М34
Mikhaylov Mikhail,3:07:54,434,Россия,М42
Клейчин Семён,3:07:57,435,Россия,М27
Yangirov Vadim,3:08:00,436,Россия,М30
Шумейко Дмитрий,3:08:00,437,Россия,М41
Ягафаров Денис,3:08:01,438,Россия,М38
Иванов Андрей,3:08:02,439,Россия,М38
Кузьмин Вячеслав,3:08:03,440,Россия,М29
Гончаренко Алексей,3:08:04,441,Россия,М27
Карпенко Андрей,3:08:04,442,Россия,М29
Теплоухов Александр,3:08:06,443,Россия,М46
Страхов Денис,3:08:06,444,Россия,М36
Zadvernyuk Georgy,3:08:07,445,Россия,М43
Романов Олег,3:08:08,446,Россия,М34
Абысова Ирина,3:08:14,447,Россия,Ж37
Нагуманова Мария,3:08:14,448,Россия,Ж32
Сахаров Павел,3:08:19,449,Россия,М35
Мотевич Дмитрий,3:08:20,450,Россия,М38
Столяров Андрей,3:08:27,451,Россия,М23
Акинин Алексей,3:08:27,452,Россия,М30
Бородинов Василий,3:08:29,453,Россия,М32
Паламарчук Ярослав,3:08:31,454,Россия,М28
Поташов Антон,3:08:32,455,Россия,М28
Терентьев Александр,3:08:33,456,Россия,М33
Иванов Владимир,3:08:36,457,Россия,М57
Тихомиров Петр,3:08:38,458,Россия,М25
Толобова Елена,3:08:39,459,Россия,Ж28
Baranov Vladimir,3:08:42,460,Россия,М29
Lozano_Ruiz Antonio,3:08:42,461,Испания,М40
Телепень Николай,3:08:42,462,Россия,М33
Ding Zuyu,3:08:44,463,КНР,М44
Белокобыленко Андрей,3:08:45,464,Россия,М42
Балашов Александр,3:08:46,465,Россия,М50
Шитов Виталий,3:08:51,466,Россия,М32
Мазаев Александр,3:08:52,467,Россия,М46
Шигорин Николай,3:08:56,468,Россия,М58
Нилов Александр,3:09:01,469,Россия,М23
Лосев Михаил,3:09:07,470,Россия,М37
Коконов Дмитрий,3:09:08,471,Россия,М24
Kim Jin_Tae,3:09:08,472,РеспубликаКорея,М55
Зиганшин Ильгам,3:09:10,473,Россия,М39
Кравченко Антон,3:09:10,474,Россия,М52
Литвиненко Евгений,3:09:14,475,Россия,М35
Болотов Пётр,3:09:16,476,Россия,М60
Кушуев Айдос,3:09:20,477,Казахстан,М33
Федотов Петр,3:09:24,478,Россия,М31
Belov Alexander,3:09:26,479,Россия,М42
Егоров Павел,3:09:29,480,Россия,М30
Чечетка Антон,3:09:30,481,Россия,М36
Куценко Алексей,3:09:32,482,Россия,М26
Кадышев Павел,3:09:32,483,Россия,М30
Письменный Павел,3:09:32,484,Россия,М43
Каргапольцев Александр,3:09:33,485,Россия,М33
Utkin Roman,3:09:36,486,Россия,М35
Матвеев Игорь,3:09:36,487,Россия,М46
Любшов Андрей,3:09:38,488,Россия,М51
Князев Алексей,3:09:38,489,Россия,М31
Карнаухов Алексей,3:09:39,490,Россия,М40
Васильев Виктор,3:09:39,491,Россия,М30
Ипполитов Максим,3:09:40,492,Россия,М28
Адищев Вячеслав,3:09:41,493,Россия,М42
Пуяндайкин Сергей,3:09:47,494,Россия,М42
Dolgikh Alexey,3:09:47,495,Россия,М26
Чечурин Сергей,3:09:51,496,Россия,М43
Михайленко Сергей,3:09:53,497,Россия,М33
Брусов Василий,3:09:56,498,Россия,М34
Косогов Валентин,3:09:57,499,Россия,М52
Ovcharov Alexey,3:09:57,500,Россия,М26
Lachor Kris,3:09:59,501,Великобритания,М40
Rossopoulos Antoine,3:10:01,502,Швейцария,М46
Хасанов Эрик,3:10:03,503,Россия,М53
Astapuk Pavel,3:10:11,504,Белоруссия,М20
Alibayev Tursungali,3:10:13,505,Казахстан,М52
Чиков Андрей,3:10:27,506,Россия,М41
Семяшкин Владимир,3:10:27,507,Россия,М28
Евстигнеев Алексей,3:10:31,508,Россия,М40
Багров Максим,3:10:34,509,Россия,М32
Благов Дмитрий,3:10:37,510,Россия,М45
Куркин Юрий,3:10:38,511,Россия,М39
Владимиров Игорь,3:10:40,512,Россия,М40
Щеглов Олег,3:10:41,513,Россия,М35
Головин Александр,3:10:43,514,Россия,М43
Мышкин Олег,3:10:46,515,Россия,М29
Митраков Дмитрий,3:10:46,516,Россия,М30
Забанов Дмитрий,3:10:51,517,Россия,М41
Лапшин Денис,3:10:52,518,Россия,М41
Суслов Дмитрий,3:10:54,519,Россия,М29
Бабайкин Александр,3:10:55,520,Россия,М26
Иванов Александр,3:10:57,521,Россия,М45
Пилюгин Евгений,3:10:57,522,Россия,М29
Попов Константин,3:10:58,523,Россия,М40
Полозов Александр,3:10:59,524,Россия,М32
Гоголев Илья,3:11:01,525,Россия,М19
Пирогов Александр,3:11:02,526,Россия,М24
Андреев Артем,3:11:03,527,Россия,М30
Топчин Юрий,3:11:03,528,Россия,М48
Подберезных Иван,3:11:05,529,Россия,М34
Фатеев Георгий,3:11:05,530,Россия,М28
Фридман Алексей,3:11:06,531,Россия,М30
Лебедев Владимир,3:11:07,532,Россия,М31
Ишалин Ренат,3:11:08,533,Россия,М48
Artemiev Sergey,3:11:16,534,Россия,М43
Kornev Pavel,3:11:17,535,Россия,М37
Шукан Александр,3:11:19,536,Россия,М47
Анисимов Юрий,3:11:20,537,Россия,М28
Носов Сергей,3:11:20,538,Россия,М37
Minibaev Sergey,3:11:21,539,Россия,М57
Малыхин Игорь,3:11:23,540,Россия,М42
Казанцев Михаил,3:11:24,541,Россия,М26
Kuznetsov Oleg,3:11:25,542,Россия,М41
Шут Илья,3:11:28,543,Россия,М30
Семенов Василий,3:11:32,544,Россия,М32
Гавренков Павел,3:11:32,545,Россия,М20
Шевелев Геннадий,3:11:32,546,Россия,М29
Хлопов Олег,3:11:35,547,Россия,М45
Хрулев Вадим,3:11:37,548,Россия,М46
Чернов Павел,3:11:38,549,Россия,М32
Bogdan Andrei,3:11:38,550,Белоруссия,М56
Половников Антон,3:11:38,551,Россия,М30
Исаев Олег,3:11:39,552,Россия,М42
Ekimov Alexander,3:11:41,553,Россия,М35
Bannikov Aleksey,3:11:45,554,Белоруссия,М33
Пепелев Ярослав,3:11:46,555,Россия,М25
Тукалов Андрей,3:11:47,556,Россия,М39
Михайлов Максим,3:11:48,557,Россия,М33
Кухаренко Алексей,3:11:52,558,Россия,М42
Булкин Михаил,3:11:53,559,Россия,М31
Голованов Владимир,3:11:56,560,Россия,М45
Pilatov Pavel,3:11:59,561,Россия,М36
Bikmukhametov Maxim,3:11:59,562,Россия,М38
Иванов Денис,3:12:00,563,Россия,М33
Трофимов Алексей,3:12:08,564,Россия,М33
Кузнецов Евгений,3:12:09,565,Россия,М40
Ulyanov Mikhail,3:12:10,566,Россия,М32
